2024-05-11T00:00:59.000-03:00  INFO 10984 --- [http-nio-8080-exec-5] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:01:26.462-03:00  INFO 10984 --- [http-nio-8080-exec-4] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:02:00.950-03:00  INFO 10984 --- [http-nio-8080-exec-2] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:03:18.478-03:00  INFO 10984 --- [http-nio-8080-exec-9] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:03:58.228-03:00  INFO 10984 --- [http-nio-8080-exec-7] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:04:03.136-03:00  INFO 10984 --- [http-nio-8080-exec-5] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:04:25.898-03:00  INFO 10984 --- [http-nio-8080-exec-4] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:04:34.144-03:00  INFO 10984 --- [http-nio-8080-exec-2] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:04:41.880-03:00  INFO 10984 --- [http-nio-8080-exec-10] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
2024-05-11T00:06:10.997-03:00  INFO 10984 --- [http-nio-8080-exec-7] com.br.asbuilt.users.UserService         : User logged in. id=752, name=System Administrator
